n,score
2496,35700
2497,36076
2498,25556
2499,35456
2500,36076
2501,27424
2502,35840
2503,32248
2504,36580
2505,35468
2506,33704
2507,14460
2508,65536
2509,36628
2510,35408
2511,33304
2512,25520
2513,60380
2514,36084
2515,35876
2516,25928
2517,22904
2518,14320
2519,9840
2520,36116
2521,35940
2522,34344
2523,34412
2524,21824
2525,5004
2526,34192
2527,35956
2528,32044
2529,32424
2530,32176
2531,32156
2532,35436
2533,25472
2534,39876
2535,35476
2536,35312
2537,39748
2538,35836
2539,35264
2540,45352
2541,31768
2542,33580
2543,35844
2544,36172
2545,65716
2546,13708
2547,36184
2548,55116
2549,31460
2550,35460
2551,12140
2552,36276
2553,35816
2554,16580
2555,7212
2556,42340
2557,31804
2558,36000
2559,36016
2560,62556
2561,34872
2562,14204
2563,16116
2564,35948
2565,35476
2566,27020
2567,36480
2568,23536
2569,31444
2570,35984
2571,27300
2572,24860
2573,35560
2574,35452
2575,36156
2576,34488
2577,36816
2578,43092
2579,14448
2580,51368
2581,25708
2582,36144
2583,12108
2584,30016
2585,36312
2586,36244
2587,36216
2588,35448
2589,25776
2590,55296
2591,25500
2592,34000
2593,31272
2594,53976
2595,35428
2596,56532
2597,29224
2598,8968
2599,39960
2600,34376
2601,34540
2602,14324
2603,35400
2604,35552
2605,35232
2606,36356
2607,36820
2608,13108
2609,14632
2610,36172
2611,36640
2612,35840
2613,3720
2614,32644
2615,11004
2616,34724
2617,35488
2618,34332
2619,34572
2620,36100
2621,3308
2622,37468
2623,27708
2624,34128
2625,40236
2626,15244
2627,33624
2628,7148
2629,34440
2630,35796
2631,36364
2632,22940
2633,59948
2634,50444
2635,26464
2636,34012
2637,35872
2638,40916
2639,30840
2640,61288
2641,31988
2642,36584
2643,69696
2644,31712
2645,5712
2646,23144
2647,27004
2648,23212
2649,16136
2650,36560
2651,26256
2652,34424
2653,32432
2654,38348
2655,35204
2656,11980
2657,31932
2658,35564
2659,32104
2660,34040
2661,38524
2662,35124
2663,27740
2664,34192
2665,11088
2666,54732
2667,21448
2668,35656
2669,32328
2670,37920
2671,35472
2672,30856
2673,34416
2674,31532
2675,31904
2676,35172
2677,15884
2678,32080
2679,25568
2680,16128
2681,35892
2682,34696
2683,41116
2684,60412
2685,32212
2686,16052
2687,36132
2688,32036
2689,21556
2690,30408
2691,27004
2692,36060
2693,29764
2694,35600
2695,35852
2696,63824
2697,36144
2698,7616
2699,35776
2700,12216
2701,49456
2702,35156
2703,16348
2704,31812
2705,34300
2706,31900
2707,17648
2708,36068
2709,8920
2710,28120
2711,50800
2712,34604
2713,31580
2714,65512
2715,15976
2716,62472
2717,36064
2718,10648
2719,35256
2720,34644
2721,36316
2722,32124
2723,36036
2724,26128
2725,10740
2726,16028
2727,32308
2728,32944
2729,14420
2730,16040
2731,37812
2732,55616
2733,35100
2734,7116
2735,35684
2736,9664
2737,35376
2738,34184
2739,32340
2740,35408
2741,39456
2742,15480
2743,51608
2744,35556
2745,32260
2746,34964
2747,35304
2748,69700
2749,30440
2750,31332
2751,36060
2752,36064
2753,35752
2754,26648
2755,35052
2756,32228
2757,36072
2758,16144
2759,30116
2760,15812
2761,32160
2762,44956
2763,61420
2764,14444
2765,36208
2766,27180
2767,31720
2768,35452
2769,51436
2770,36080
2771,34476
2772,5748
2773,26456
2774,12188
2775,6368
2776,28728
2777,29476
2778,32932
2779,35996
2780,30656
2781,33984
2782,32444
2783,46936
2784,5748
2785,35912
2786,31732
2787,35696
2788,34672
2789,35340
2790,34396
2791,35732
2792,14972
2793,27320
2794,14320
2795,34464
2796,47672
2797,36116
2798,68564
2799,32312
2800,5744
2801,35544
2802,30588
2803,34820
2804,32460
2805,27016
2806,35368
2807,35076
2808,34704
2809,36024
2810,35916
2811,35796
2812,31544
2813,50964
2814,35836
2815,34684
2816,32044
2817,26480
2818,33972
2819,16516
2820,36152
2821,23312
2822,32276
2823,30596
2824,32236
2825,30424
2826,40200
2827,33808
2828,22916
2829,7184
2830,34528
2831,36132
2832,59732
2833,17124
2834,16148
2835,39864
2836,60704
2837,22452
2838,30160
2839,34888
2840,35136
2841,41264
2842,35840
2843,12668
2844,36144
2845,35688
2846,27972
2847,25708
2848,14412
2849,55432
2850,38288
2851,35340
2852,23240
2853,52200
2854,14420
2855,31872
2856,36264
2857,36076
2858,31420
2859,34112
2860,31592
2861,34300
2862,65404
2863,29348
2864,18244
2865,16372
2866,36192
2867,59688
2868,30872
2869,62868
2870,28904
2871,28820
2872,35336
2873,3628
2874,3768
2875,36140
2876,35460
2877,60032
2878,16056
2879,31396
2880,10456
2881,35476
2882,36040
2883,35004
2884,32060
2885,32220
2886,67440
2887,34716
2888,36148
2889,36124
2890,23176
2891,32544
2892,35660
2893,48728
2894,15988
2895,36284
2896,47404
2897,34376
2898,35504
2899,35384
2900,36356
2901,31920
2902,32876
2903,35924
2904,36168
2905,36068
2906,30732
2907,23988
2908,14268
2909,47216
2910,35928
2911,21296
2912,32456
2913,32236
2914,31752
2915,31380
2916,28376
2917,31856
2918,25252
2919,32528
2920,60440
2921,38824
2922,32268
2923,32448
2924,37596
2925,35556
2926,32792
2927,34608
2928,55680
2929,26504
2930,72232
2931,36280
2932,7188
2933,35448
2934,34824
2935,31768
2936,27904
2937,32196
2938,27904
2939,13648
2940,34300
2941,61136
2942,30676
2943,7184
2944,32644
2945,35568
2946,47316
2947,35660
2948,33040
2949,35760
2950,31460
2951,17112
2952,34196
2953,3460
2954,49700
2955,26748
2956,62208
2957,34400
2958,32936
2959,34628
2960,27088
2961,62124
2962,14448
2963,7288
2964,34660
2965,36276
2966,20856
2967,39728
2968,52204
2969,36408
2970,27280
2971,14460
2972,59632
2973,29000
2974,42924
2975,32936
2976,34488
2977,36008
2978,53824
2979,31200
2980,35468
2981,27000
2982,34660
2983,34236
2984,20832
2985,35176
2986,30124
2987,27108
2988,45768
2989,30540
2990,35464
2991,34364
2992,32160
2993,34216
2994,14688
2995,35996
2996,35384
2997,14460
2998,26556
2999,35720
3000,31124
3001,32496
3002,16056
3003,31012
3004,31888
3005,17012
3006,15684
3007,35860
3008,34344
3009,28208
3010,33736
3011,26504
3012,35016
3013,31752
3014,35104
3015,32144
3016,32880
3017,1556
3018,35448
3019,32032
3020,54984
3021,34812
3022,35840
3023,37688
3024,33728
3025,26724
3026,34228
3027,11332
3028,35432
3029,35876
3030,12476
3031,32672
3032,56380
3033,36132
3034,34292
3035,29568
3036,58156
3037,30432
3038,35052
3039,36100
3040,35412
3041,33520
3042,60444
3043,28052
3044,14648
3045,35648
3046,32936
3047,34484
3048,23500
3049,26004
3050,36460
3051,31520
3052,31992
3053,34828
3054,35940
3055,69336
3056,32228
3057,26384
3058,36244
3059,34156
3060,35440
3061,16112
3062,44932
3063,8024
3064,33632
3065,34496
3066,41128
3067,40152
3068,52116
3069,34484
3070,22540
3071,34768
3072,36804
3073,40120
3074,35548
3075,34412
3076,27444
3077,33412
3078,31904
3079,5956
3080,15392
3081,29384
3082,27100
3083,36256
3084,5972
3085,35216
3086,35840
3087,32172
3088,34048
3089,34192
3090,36020
3091,35176
3092,62956
3093,32292
3094,2256
3095,35804
3096,32156
3097,35296
3098,34900
3099,7188
3100,31740
3101,36156
3102,32748
3103,33432
3104,30804
3105,32124
3106,35344
3107,36204
3108,35412
3109,31492
3110,36148
3111,32300
3112,34480
3113,28712
3114,19056
3115,35372
3116,33680
3117,36216
3118,25564
3119,37448
3120,35312
3121,47520
3122,34540
3123,32224
3124,35492
3125,35692
3126,66952
3127,34076
3128,34868
3129,35680
3130,15800
3131,35612
3132,27124
3133,36216
3134,36168
3135,32428
3136,6604
3137,35808
3138,35276
3139,12216
3140,10608
3141,23396
3142,36108
3143,35656
3144,32780
3145,67016
3146,69336
3147,45224
3148,36300
3149,35464
3150,13024
3151,25700
3152,23192
3153,35232
3154,34436
3155,31948
3156,23268
3157,31436
3158,36084
3159,35748
3160,35028
3161,36228
3162,14404
3163,34684
3164,47876
3165,1516
3166,32148
3167,37808
3168,35572
3169,58916
3170,34496
3171,31748
3172,32584
3173,60060
3174,27672
3175,34496
3176,32228
3177,35528
3178,33792
3179,36452
3180,14356
3181,26372
3182,32160
3183,36184
3184,35764
3185,32116
3186,27120
3187,14684
3188,39984
3189,27160
3190,30852
3191,16872
3192,36144
3193,36452
3194,29228
3195,25752
3196,35448
3197,31772
3198,54984
3199,24652
3200,27580
3201,21748
3202,22484
3203,27208
3204,34744
3205,34332
3206,16196
3207,60196
3208,36292
3209,51632
3210,6696
3211,16192
3212,34580
3213,56144
3214,25008
3215,32540
3216,35360
3217,36232
3218,64000
3219,12216
3220,26256
3221,33804
3222,26448
3223,33168
3224,31192
3225,23272
3226,36204
3227,35388
3228,35868
3229,3044
3230,34488
3231,35424
3232,28904
3233,23120
3234,31712
3235,6908
3236,65716
3237,25296
3238,36764
3239,35492
3240,3432
3241,35836
3242,32212
3243,50724
3244,15996
3245,31704
3246,36172
3247,34408
3248,34244
3249,30528
3250,62184
3251,30608
3252,35072
3253,35612
3254,35420
3255,32224
3256,35620
3257,25768
3258,34144
3259,16416
3260,27160
3261,35976
3262,33540
3263,35812
3264,15040
3265,30024
3266,35624
3267,29296
3268,36100
3269,27928
3270,36164
3271,26720
3272,32208
3273,62684
3274,35300
3275,26816
3276,77944
3277,45768
3278,27060
3279,32408
3280,36696
3281,35252
3282,32344
3283,35360
3284,28596
3285,26880
3286,36072
3287,7164
3288,35456
3289,34552
3290,35776
3291,26768
3292,34340
3293,41212
3294,36200
3295,30596
3296,60628
3297,35444
3298,30592
3299,36352
3300,31588
3301,46200
3302,27664
3303,36164
3304,27120
3305,51412
3306,35712
3307,35772
3308,32664
3309,15820
3310,34484
3311,31744
3312,35360
3313,1776
3314,29220
3315,36208
3316,34524
3317,32056
3318,37632
3319,13904
3320,33636
3321,32188
3322,23208
3323,27248
3324,31252
3325,36096
3326,35408
3327,6464
3328,16252
3329,31748
3330,34396
3331,17840
3332,37880
3333,52112
3334,35876
3335,39620
3336,31524
3337,35892
3338,26844
3339,34400
3340,51276
3341,35780
3342,35720
3343,34548
3344,14472
3345,31020
3346,25300
3347,34648
3348,5728
3349,26748
3350,52988
3351,23296
3352,34412
3353,35472
3354,34540
3355,16232
3356,34352
3357,33728
3358,35240
3359,35476
3360,36224
3361,38284
3362,31408
3363,35320
3364,34492
3365,21836
3366,16092
3367,32908
3368,13900
3369,35512
3370,35460
3371,1736
3372,36156
3373,60008
3374,35656
3375,34176
3376,32496
3377,34152
3378,12196
3379,25748
3380,14428
3381,30568
3382,42400
3383,31864
3384,27980
3385,60356
3386,35428
3387,35164
3388,23148
3389,32100
3390,37128
3391,35264
3392,53804
3393,47304
3394,31864
3395,34312
3396,36144
3397,25412
3398,32564
3399,47440
3400,40988
3401,37584
3402,17424
3403,35100
3404,34064
3405,11356
3406,36024
3407,34408
3408,30700
3409,35880
3410,43120
3411,5684
3412,33904
3413,34720
3414,35092
3415,34444
3416,16196
3417,35472
3418,27076
3419,29884
3420,16080
3421,35768
3422,36284
3423,36444
3424,35484
3425,35432
3426,34408
3427,25460
3428,53604
3429,35848
3430,39144
3431,30656
3432,33552
3433,15364
3434,26560
3435,14436
3436,35888
3437,34144
3438,31152
3439,47152
3440,11372
3441,14520
3442,40736
3443,35360
3444,27340
3445,33596
3446,28404
3447,15424
3448,26460
3449,35976
3450,26300
3451,35280
3452,32296
3453,35536
3454,32320
3455,35480
3456,36112
3457,21848
3458,35824
3459,35292
3460,54940
3461,27116
3462,15736
3463,26864
3464,12012
3465,32080
3466,16800
3467,15976
3468,27104
3469,34424
3470,30424
3471,32120
3472,14512
3473,36104
3474,36432
3475,27368
3476,43408
3477,35740
3478,33800
3479,16012
3480,32152
3481,32132
3482,34360
3483,26508
3484,5764
3485,36064
3486,20808
3487,16048
3488,36180
3489,14032
3490,17596
3491,35380
3492,35588
3493,39220
3494,32344
3495,35156
3496,30208
3497,35236
3498,34324
3499,46600
3500,34480
3501,35816
3502,34596
3503,32756
3504,32120
3505,27128
3506,34348
3507,33752
3508,39844
3509,26768
3510,29564
3511,65360
3512,35376
3513,35852
3514,15720
3515,15952
3516,35476
3517,32336
3518,25680
3519,30876
3520,15968
3521,32168
3522,32860
3523,32236
3524,32152
3525,26688
3526,62276
3527,12316
3528,35060
3529,30944
3530,27128
3531,36288
3532,27472
3533,31308
3534,33700
3535,13808
3536,33684
3537,28008
3538,31868
3539,36060
3540,32184
3541,36104
3542,33832
3543,49796
3544,32340
3545,35352
3546,35928
3547,35240
3548,19796
3549,36148
3550,36188
3551,32180
3552,50660
3553,34756
3554,35752
3555,35548
3556,32268
3557,35220
3558,34264
3559,16632
3560,35476
3561,7152
3562,58748
3563,16096
3564,40728
3565,36176
3566,31660
3567,63804
3568,30624
3569,36220
3570,27176
3571,7192
3572,7496
3573,14984
3574,34900
3575,34432
3576,30516
3577,33920
3578,29752
3579,14592
3580,35816
3581,33936
3582,35856
3583,27596
3584,35512
3585,36160
3586,30344
3587,12788
3588,16548
3589,32316
3590,67684
3591,31588
3592,26964
3593,36600
3594,33780
3595,30176
3596,3544
3597,62988
3598,32204
3599,36072
3600,36020
3601,65668
3602,35572
3603,31248
3604,35408
3605,35420
3606,34656
3607,17064
3608,32500
3609,33696
3610,31372
3611,11456
3612,35824
3613,38676
3614,69292
3615,26988
3616,6760
3617,35260
3618,16832
3619,33964
3620,32872
3621,34960
3622,32140
3623,35944
3624,35896
3625,32060
3626,30228
3627,49676
3628,58328
3629,35408
3630,27204
3631,35644
3632,10712
3633,30628
3634,60008
3635,36040
3636,38032
3637,32568
3638,27344
3639,16080
3640,36336
3641,35392
3642,35072
3643,35832
3644,27568
3645,29964
3646,50556
3647,30416
3648,35964
3649,36864
3650,35856
3651,15992
3652,30584
3653,34128
3654,35208
3655,36032
3656,34352
3657,28376
3658,30796
3659,60484
3660,15188
3661,32292
3662,43380
3663,26816
3664,41300
3665,27588
3666,29392
3667,55996
3668,26452
3669,30420
3670,53708
3671,34524
3672,36372
3673,34524
3674,46544
3675,35420
3676,35200
3677,38600
3678,35400
3679,36100
3680,31988
3681,35956
3682,33940
3683,34456
3684,34172
3685,60144
3686,60664
3687,60772
3688,12176
3689,25592
3690,55404
3691,16008
3692,7192
3693,36048
3694,12068
3695,35428
3696,26600
3697,23204
3698,31508
3699,47384
3700,35820
3701,32480
3702,34444
3703,36220
3704,35912
3705,18724
3706,35780
3707,15756
3708,25640
3709,32160
3710,34448
3711,38336
3712,23048
3713,65416
3714,32072
3715,5920
3716,25408
3717,35352
3718,34400
3719,34396
3720,32884
3721,28720
3722,54888
3723,35316
3724,23200
3725,35360
3726,58164
3727,32432
3728,35728
3729,32624
3730,34460
3731,38508
3732,15128
3733,33684
3734,35156
3735,31432
3736,31576
3737,32656
3738,4944
3739,24540
3740,28236
3741,35524
3742,31380
3743,35424
3744,34604
3745,52272
3746,32740
3747,34336
3748,32400
3749,36188
3750,35380
3751,31692
3752,14484
3753,36396
3754,12180
3755,35952
3756,33668
3757,35412
3758,34424
3759,35016
3760,31520
3761,38308
3762,2012
3763,32360
3764,36544
3765,63292
3766,36528
3767,16096
3768,33836
3769,35944
3770,35348
3771,26816
3772,3160
3773,22000
3774,32964
3775,36304
3776,21664
3777,60336
3778,32440
3779,34544
3780,33580
3781,32192
3782,55756
3783,34384
3784,42616
3785,6516
3786,23244
3787,17080
3788,7904
3789,30924
3790,31052
3791,62688
3792,35468
3793,39572
3794,27524
3795,3308
3796,49768
3797,34556
3798,35360
3799,26312
3800,33772
3801,35864
3802,35404
3803,15400
3804,16356
3805,14392
3806,35668
3807,35088
3808,10528
3809,31740
3810,32244
3811,35288
3812,27348
3813,23048
3814,3280
3815,28088
3816,35476
3817,14660
3818,35544
3819,9176
3820,54980
3821,35432
3822,34884
3823,29188
3824,27292
3825,52112
3826,31852
3827,32148
3828,34304
3829,36224
3830,34756
3831,36004
3832,35232
3833,32220
3834,40400
3835,34000
3836,35828
3837,35816
3838,32200
3839,12164
3840,36344
3841,35804
3842,37428
3843,33812
3844,15896
3845,14472
3846,35428
3847,58456
3848,35008
3849,6576
3850,15848
3851,31704
3852,26676
3853,37392
3854,20000
3855,37068
3856,35772
3857,36632
3858,23996
3859,25700
3860,32832
3861,51396
3862,29928
3863,36008
3864,12280
3865,42824
3866,32224
3867,16256
3868,21812
3869,33604
3870,30752
3871,34524
3872,36172
3873,31644
3874,35232
3875,32892
3876,31980
3877,30360
3878,60448
3879,23964
3880,15644
3881,3544
3882,36184
3883,31732
3884,69772
3885,34268
3886,36296
3887,49668
3888,27204
3889,35716
3890,37436
3891,34260
3892,27432
3893,36176
3894,26428
3895,27280
3896,63544
3897,23152
3898,47692
3899,58552
3900,37288
3901,31784
3902,33188
3903,27120
3904,64196
3905,35616
3906,27060
3907,16184
3908,46056
3909,35252
3910,15676
3911,32060
3912,32228
3913,30256
3914,36184
3915,20640
3916,35648
3917,33660
3918,35376
3919,26384
3920,43248
3921,35404
3922,30976
3923,7048
3924,16344
3925,32436
3926,31484
3927,36136
3928,32152
3929,32792
3930,49028
3931,35488
3932,54820
3933,35084
3934,57932
3935,36100
3936,23456
3937,35932
3938,41248
3939,27148
3940,31476
3941,36724
3942,33660
3943,26716
3944,42780
3945,36212
3946,36076
3947,31380
3948,43088
3949,58100
3950,33652
3951,26456
3952,46112
3953,35844
3954,12120
3955,49440
3956,34996
3957,25720
3958,33932
3959,34192
3960,56496
3961,36280
3962,6876
3963,36180
3964,35456
3965,35832
3966,14396
3967,35744
3968,26800
3969,34772
3970,50908
3971,15728
3972,36316
3973,60272
3974,37096
3975,12036
3976,30420
3977,34684
3978,36168
3979,27152
3980,35900
3981,36980
3982,12580
3983,34072
3984,58108
3985,15332
3986,31544
3987,27168
3988,35012
3989,34364
3990,36180
3991,35908
3992,59444
3993,12168
3994,35340
3995,31220
3996,51336
3997,32816
3998,31248
3999,31592
4000,31896
4001,27324
4002,35924
4003,16080
4004,35472
4005,33956
4006,36196
4007,33592
4008,36228
4009,34312
4010,31240
4011,35432
4012,53184
4013,35916
4014,34144
4015,36276
4016,37700
4017,35272
4018,34332
4019,34312
4020,34288
4021,36252
4022,36112
4023,23460
4024,34816
4025,27088
4026,24368
4027,35344
4028,3456
4029,34504
4030,16136
4031,35420
4032,34104
4033,34444
4034,35436
4035,35488
4036,32680
4037,35760
4038,35628
4039,24760
4040,32924
4041,35384
4042,34436
4043,36188
4044,41092
4045,17044
4046,36376
4047,35452
4048,25488
4049,31024
4050,52556
4051,34784
4052,6300
4053,35156
4054,30044
4055,16232
4056,36168
4057,33904
4058,30680
4059,6412
4060,19392
4061,16784
4062,30316
4063,49444
4064,16340
4065,35904
4066,33920
4067,38628
4068,33868
4069,12224
4070,19916
4071,33804
4072,32132
4073,36320
4074,27300
4075,34492
4076,788
4077,35872
4078,23008
4079,33508
4080,36832
4081,34256
4082,36040
4083,18324
4084,36176
4085,31920
4086,31948
4087,33984
4088,42800
4089,12192
4090,35804
4091,35512
4092,35872
4093,34720
4094,49968
4095,52652
4096,18556
4097,35220
4098,32140
4099,36168
4100,35392
4101,25428
4102,35724
4103,30924
4104,17836
4105,35340
4106,34536
4107,2556
4108,35548
4109,35812
4110,35500
4111,65040
4112,31112
4113,27548
4114,35996
4115,38268
4116,35148
4117,36924
4118,14536
4119,51044
4120,34552
4121,12284
4122,51696
4123,34340
4124,33496
4125,30384
4126,26228
4127,16064
4128,35936
4129,27724
4130,36288
4131,19652
4132,26952
4133,58400
4134,34620
4135,62188
4136,25760
4137,34720
4138,34544
4139,31284
4140,32148
4141,32128
4142,36072
4143,35496
4144,36148
4145,35104
4146,55724
4147,34472
4148,14900
4149,43040
4150,35396
4151,18364
4152,31972
4153,39372
4154,35416
4155,35512
4156,56748
4157,59988
4158,12128
4159,36236
4160,31980
4161,51636
4162,5576
4163,6996
4164,46664
4165,50972
4166,14632
4167,35464
4168,35980
4169,36528
4170,30728
4171,27268
4172,35324
4173,15980
4174,60288
4175,34520
4176,36196
4177,31528
4178,36124
4179,19468
4180,7140
4181,31508
4182,27192
4183,35500
4184,34532
4185,37992
4186,35668
4187,32000
4188,60900
4189,35008
4190,22684
4191,51956
4192,32204
4193,15876
4194,35284
4195,30616
4196,50864
4197,19972
4198,32020
4199,36708
4200,24540
4201,27648
4202,31704
4203,35400
4204,26776
4205,34512
4206,54680
